oma_id;name;locus;old_locus;groupID;strain;eq
SALCH01656;SC1677;SCH_RS08875;SC1677;1794;SALCH;0
SALSV01703;SeSA_A1809;SESA_RS09205;SeSA_A1809;1794;SALSV;0
SALG201387;SG1432;SG_RS07270;SG1432;1794;SALG2;0
SALPK01158;SSPA1115;SSPA_RS05980;SSPA1115;1794;SALPK;0
SALDC02373;apbE;SED_RS12820;SeD_A2609;1801;SALDC;0
SALEP02232;apbE;SEN_RS11700;SEN2249;1801;SALEP;0
SALPA00560;apbE;SPA_RS02990;SPA0598;1801;SALPA;0
SALPB00703;apbE;SPAB_RS03000;SPAB_00724;1801;SALPB;0
SALHS02335;apbE;SEHA_RS12490;SeHA_C2506;1801;SALHS;0
SALPC01394;apbE;SPC_RS07235;SPC_1445;1801;SALPC;0
SALBC02020;apbE;SBG_RS10600;SBG_2064;1801;SALBC;0
SALTY02184;apbE;STM2266;apbE;1801;SALTY;0
SALNS02290;apbE;SNSL254_RS12685;SNSL254_A2450;1801;SALNS;0
SALTI02270;apbE;STY_RS11735;STY2492;1801;SALTI;0
SALAR00591;apbE;SARI_RS02950;SARI_00623;1801;SALAR;0
SALTD02276;apbE;STMMW_RS11835;STM_MW22911;1801;SALTD;0
SALTS02225;apbE;SL1344_RS11640;SL1344_2236;1801;SALTS;0
SALT102691;apbE;STM14_RS12545;STM14_2796;1801;SALT1;0
SALA402232;apbE;SEAG_RS11590;SeAg_B2402;1801;SALA4;0
SALT402267;apbE;STM474_RS11640;STM474_2363;1801;SALT4;0
SALCH02243;apbE;SCH_RS11875;SC2270;1801;SALCH;0
SALSV02318;apbE;SESA_RS12435;SeSA_A2492;1801;SALSV;0
SALG202203;apbE;SG_RS11540;SG2294;1801;SALG2;0
SALPK00581;apbE;SSPA_RS02990;SSPA0562;1801;SALPK;0
SALDC01992;yceD;SED_RS10800;SeD_A2179;4139;SALDC;0
SALEP01844;yceD;SEN_RS09660;SEN1859;4139;SALEP;0
SALPA01540;yceD;SPA_RS08330;SPA1661;4139;SALPA;0
SALPB02244;yceD;SPAB_RS09500;SPAB_02333;4139;SALPB;0
SALHS01214;yceD;SEHA_RS06790;SeHA_C1304;4139;SALHS;0
SALPC02438;yceD;SPC_RS12740;SPC_2558;4139;SALPC;0
SALBC01025;yceD;SBG_RS05365;SBG_1028;4139;SALBC;0
SALTY01142;yceD;STM1190;yceD;4139;SALTY;0
SALNS01213;yceD;SNSL254_RS07210;SNSL254_A1289;4139;SALNS;0
SALTI01104;yceD;STY_RS05720;STY1229;4139;SALTI;0
SALAR01733;yceD;SARI_RS08415;SARI_01808;4139;SALAR;0
SALTD01189;yceD;STMMW_RS06160;STM_MW11991;4139;SALTD;0
SALTS01118;yceD;SL1344_RS05870;SL1344_1127;4139;SALTS;0
SALT101315;yceD;STM14_RS06455;STM14_1363;4139;SALT1;0
SALA401866;yceD;SEAG_RS09695;SeAg_B1996;4139;SALA4;0
SALT401138;yceD;STM474_RS05870;STM474_1186;4139;SALT4;0
SALCH01122;yceD;SCH_RS06090;SC1138;4139;SALCH;0
SALSV01179;yceD;SESA_RS06625;SeSA_A1260;4139;SALSV;0
SALG201868;yceD;SG_RS09775;SG1932;4139;SALG2;0
SALPK01610;yceD;SSPA_RS08305;SSPA1545;4139;SALPK;0
SALDC01167;SeD_A1279;SED_RS06545;SeD_A1279;4651;SALDC;0
SALHS02034;SeHA_C2179;SEHA_RS10950;SeHA_C2179;4651;SALHS;0
SALPC01676;SPC_1750;SPC_RS08740;SPC_1750;4651;SALPC;0
SALBC01768;SBG_1792;SBG_RS09250;SBG_1792;4651;SALBC;0
SALNS01997;SNSL254_A2126;SNSL254_RS11170;SNSL254_A2126;4651;SALNS;0
SALAR00923;SARI_00973;SARI_RS04510;SARI_00973;4651;SALAR;0
SALTS01880;SL1344_1893;SL1344_RS09825;SL1344_1893;4651;SALTS;0
SALT102295;STM14_2384;STM14_RS10730;STM14_2384;4651;SALT1;0
SALA401074;SeAg_B1156;SEAG_RS05740;SeAg_B1156;4651;SALA4;0
SALT401919;STM474_1996;STM474_RS09825;STM474_1996;4651;SALT4;0
SALCH01944;SC1968;SCH_RS10340;SC1968;4651;SALCH;0
SALSV01987;SeSA_A2121;SESA_RS10665;SeSA_A2121;4651;SALSV;0
SALDC03421;rpmD;SED_RS18285;SeD_A3789;6119;SALDC;0
SALEP03222;rpmD;SEN_RS16920;SEN3250;6119;SALEP;0
SALPA03055;rpmD;SPA_RS16675;SPA3288;6119;SALPA;0
SALPB04100;rpmD;SPAB_RS17345;SPAB_04263;6119;SALPB;0
SALHS03457;rpmD;SEHA_RS18135;SeHA_C3726;6119;SALHS;0
SALPC03344;rpmD;SPC_RS17360;SPC_3491;6119;SALPC;0
SALBC02980;rpmD;SBG_RS15750;SBG_3031;6119;SALBC;0
SALTY03299;rpmD;STM3422;rpmD;6119;SALTY;0
SALNS03434;rpmD;SNSL254_RS18470;SNSL254_A3691;6119;SALNS;0
SALTI03992;rpmD;STY_RS20890;STY4376;6119;SALTI;0
SALAR04032;rpmD;SARI_RS19670;SARI_04207;6119;SALAR;0
SALTD03390;rpmD;STMMW_RS17700;STM_MW34151;6119;SALTD;0
SALTS03369;rpmD;SL1344_RS17670;SL1344_3389;6119;SALTS;0
SALT103976;rpmD;STM14_RS18175;STM14_4125;6119;SALT1;0
SALA403345;rpmD;SEAG_RS17295;SeAg_B3618;6119;SALA4;0
SALT403447;rpmD;STM474_RS17670;STM474_3587;6119;SALT4;0
SALCH03314;rpmD;SCH_RS17485;SC3356;6119;SALCH;0
SALSV03341;rpmD;SESA_RS17635;SeSA_A3618;6119;SALSV;0
SALG203861;rpmD;SG_RS20295;SG4017;6119;SALG2;0
SALPK03193;rpmD;SSPA_RS16650;SSPA3067;6119;SALPK;0
SALPA02591;truD;SPA_RS14150;SPA2784;1827;SALPA;0
SALDC03019;SeD_A3336;SED_RS16210;SeD_A3336;1849;SALDC;0
SALEP02826;SEN2851;SEN_RS14845;SEN2851;1849;SALEP;0
SALPA02670;SPA2873;SPA_RS14595;SPA2873;1849;SALPA;0
SALPB03602;SPAB_03744;SPAB_RS15245;SPAB_03744;1849;SALPB;0
SALHS02991;SeHA_C3221;SEHA_RS15825;SeHA_C3221;1849;SALHS;0
SALPC02927;SPC_3066;SPC_RS15270;SPC_3066;1849;SALPC;0
SALBC02559;SBG_2613;SBG_RS13470;SBG_2613;1849;SALBC;0
SALTY02899;tas;STM3008;tas;1849;SALTY;0
SALNS03020;SNSL254_A3236;SNSL254_RS16370;SNSL254_A3236;1849;SALNS;0
SALTI02876;STY3151;STY_RS14945;STY3151;1849;SALTI;0
SALAR04453;SARI_04651;SARI_RS21740;SARI_04651;1849;SALAR;0
SALTD02950;STM_MW29691;STMMW_RS15390;STM_MW29691;1849;SALTD;0
SALTS02971;SL1344_2986;SL1344_RS15565;SL1344_2986;1849;SALTS;0
SALT103498;STM14_3632;STM14_RS16090;STM14_3632;1849;SALT1;0
SALA402924;SeAg_B3155;SEAG_RS15165;SeAg_B3155;1849;SALA4;0
SALT403034;STM474_3155;STM474_RS15565;STM474_3155;1849;SALT4;0
SALCH02911;SC2947;SCH_RS15385;SC2947;1849;SALCH;0
SALSV02936;SeSA_A3173;SESA_RS15580;SeSA_A3173;1849;SALSV;0
SALG202797;SG2917;SG_RS14670;SG2917;1849;SALG2;0
SALPK02795;SSPA2678;SSPA_RS14570;SSPA2678;1849;SALPK;0
SALDC03379;mreC;SED_RS18035;SeD_A3733;1853;SALDC;0
SALEP03179;mreC;SEN_RS16670;SEN3206;1853;SALEP;0
SALPA03014;mreC;SPA_RS16425;SPA3240;1853;SALPA;0
SALPB04044;mreC;SPAB_RS17090;SPAB_04201;1853;SALPB;0
SALHS03413;mreC;SEHA_RS17885;SeHA_C3671;1853;SALHS;0
SALPC03297;mreC;SPC_RS17105;SPC_3443;1853;SALPC;0
SALBC02940;mreC;SBG_RS15490;SBG_2991;1853;SALBC;0
SALTY03256;mreC;STM3373;mreC;1853;SALTY;0
SALNS03390;mreC;SNSL254_RS18220;SNSL254_A3636;1853;SALNS;0
SALTI03234;mreC;STY_RS16825;STY3553;1853;SALTI;0
SALAR04078;mreC;SARI_RS19940;SARI_04260;1853;SALAR;0
SALTD03347;mreC;STMMW_RS17450;STM_MW33711;1853;SALTD;0
SALTS03326;mreC;SL1344_RS17420;SL1344_3345;1853;SALTS;0
SALT103923;mreC;STM14_RS17925;STM14_4067;1853;SALT1;0
SALA403301;mreC;SEAG_RS17045;SeAg_B3564;1853;SALA4;0
SALT403402;mreC;STM474_RS17420;STM474_3534;1853;SALT4;0
SALCH03272;mreC;SCH_RS17235;SC3311;1853;SALCH;0
SALSV03298;mreC;SESA_RS17385;SeSA_A3565;1853;SALSV;0
SALG203136;mreC;SG_RS16435;SG3263;1853;SALG2;0
SALPK03151;mreC;SSPA_RS16400;SSPA3026;1853;SALPK;0
SALSV03521;yhjD;SESA_RS18500;SeSA_A3802;1867;SALSV;0
SALDC01748;purR;SED_RS09525;SeD_A1913;1871;SALDC;0
SALEP01604;purR;SEN_RS08390;SEN1617;1871;SALEP;0
SALPA01317;purR;SPA_RS07145;SPA1423;1871;SALPA;0
SALPB01821;purR;SPAB_RS07695;SPAB_01893;1871;SALPB;0
SALHS01455;purR;SEHA_RS08030;SeHA_C1563;1871;SALHS;0
SALPC02198;purR;SPC_RS11460;SPC_2301;1871;SALPC;0
SALBC01242;purR;SBG_RS06515;SBG_1253;1871;SALBC;0
SALTY01375;purR;STM1430;purR;1871;SALTY;0
SALNS01448;purR;SNSL254_RS08430;SNSL254_A1540;1871;SALNS;0
SALTI01531;purR;STY_RS07970;STY1692;1871;SALTI;0
SALAR01487;purR;SARI_RS07200;SARI_01552;1871;SALAR;0
SALTD01421;purR;STMMW_RS07395;STM_MW14331;1871;SALTD;0
SALTS01351;purR;SL1344_RS07105;SL1344_1362;1871;SALTS;0
SALT101656;purR;STM14_RS08005;STM14_1727;1871;SALT1;0
SALA401628;purR;SEAG_RS08480;SeAg_B1744;1871;SALA4;0
SALT401378;purR;STM474_RS07105;STM474_1436;1871;SALT4;0
SALCH01428;purR;SCH_RS07655;SC1449;1871;SALCH;0
SALSV01431;purR;SESA_RS07885;SeSA_A1526;1871;SALSV;0
SALG201632;purR;SG_RS08520;SG1688;1871;SALG2;0
SALPK01379;purR;SSPA_RS07120;SSPA1323;1871;SALPK;0
SALDC04257;epmB;SED_RS22730;SeD_A4730;1888;SALDC;0
SALEP04057;epmB;SEN_RS21355;SEN4103;1888;SALEP;0
SALPA03841;epmB;SPA_RS21035;SPA4150;1888;SALPA;0
SALPB05250;epmB;SPAB_RS22275;SPAB_05464;1888;SALPB;0
SALHS04390;epmB;SEHA_RS22945;SeHA_C4751;1888;SALHS;0
SALPC04300;epmB;SPC_RS22345;SPC_4483;1888;SALPC;0
SALBC03718;epmB;SBG_RS19830;SBG_3784;1888;SALBC;0
SALTY04169;yjeK;STM4333;yjeK;1888;SALTY;0
SALNS04354;epmB;SNSL254_RS23175;SNSL254_A4694;1888;SALNS;0
SALTI04289;epmB;STY_RS22415;STY4693;1888;SALTI;0
SALAR03167;epmB;SARI_RS15395;SARI_03299;1888;SALAR;0
SALTD04252;epmB;STMMW_RS22275;STM_MW42821;1888;SALTD;0
SALTS04237;epmB;SL1344_RS22250;SL1344_4270;1888;SALTS;0
SALT105019;epmB;STM14_RS22745;STM14_5213;1888;SALT1;0
SALA404252;epmB;SEAG_RS21995;SeAg_B4611;1888;SALA4;0
SALT404341;epmB;STM474_RS22250;STM474_4530;1888;SALT4;0
SALCH04158;epmB;SCH_RS21985;SC4212;1888;SALCH;0
SALSV04254;epmB;SESA_RS22295;SeSA_A4603;1888;SALSV;0
SALG204016;epmB;SG_RS21120;SG4176;1888;SALG2;0
SALPK04013;epmB;SSPA_RS21005;SSPA3854;1888;SALPK;0
SALDC02346;SeD_A2569;SED_RS12625;SeD_A2569;1893;SALDC;0
SALEP02201;SEN2211;SEN_RS11505;SEN2211;1893;SALEP;0
SALPA00588;SPA0633;SPA_RS03165;SPA0633;1893;SALPA;0
SALPB00754;SPAB_00783;SPAB_RS03255;SPAB_00783;1893;SALPB;0
SALHS02293;SeHA_C2455;SEHA_RS12240;SeHA_C2455;1893;SALHS;0
SALPC01423;SPC_1482;SPC_RS07435;SPC_1482;1893;SALPC;0
SALBC01994;SBG_2033;SBG_RS10435;SBG_2033;1893;SALBC;0
SALTY02143;yejE;STM2218;yejE;1893;SALTY;0
SALNS02262;SNSL254_A2412;SNSL254_RS12490;SNSL254_A2412;1893;SALNS;0
SALTI02239;STY2454;STY_RS11540;STY2454;1893;SALTI;0
SALAR00632;SARI_00669;SARI_RS03165;SARI_00669;1893;SALAR;0
SALTD02231;STM_MW22491;STMMW_RS11580;STM_MW22491;1893;SALTD;0
SALTS02183;SL1344_2195;SL1344_RS11390;SL1344_2195;1893;SALTS;0
SALT102646;STM14_2742;STM14_RS12295;STM14_2742;1893;SALT1;0
SALA402202;SeAg_B2367;SEAG_RS11415;SeAg_B2367;1893;SALA4;0
SALT402224;STM474_2311;STM474_RS11390;STM474_2311;1893;SALT4;0
SALCH02209;SC2234;SCH_RS11675;SC2234;1893;SALCH;0
SALSV02293;SeSA_A2458;SESA_RS12265;SeSA_A2458;1893;SALSV;0
SALG202174;SG2256;SG_RS11345;SG2256;1893;SALG2;0
SALPK00609;SSPA0594;SSPA_RS03165;SSPA0594;1893;SALPK;0
SALDC03231;SeD_A3570;SED_RS17260;SeD_A3570;2974;SALDC;0
SALEP03029;SEN3056;SEN_RS15895;SEN3056;2974;SALEP;0
SALPA02867;SPA3082;SPA_RS15645;SPA3082;2974;SALPA;0
SALPB03861;SPAB_04010;SPAB_RS16290;SPAB_04010;2974;SALPB;0
SALHS03262;SeHA_C3508;SEHA_RS17125;SeHA_C3508;2974;SALHS;0
SALPC03143;SPC_3289;SPC_RS16335;SPC_3289;2974;SALPC;0
SALBC02798;SBG_2849;SBG_RS14740;SBG_2849;2974;SALBC;0
SALTY03101;yqjH;STM3214;yqjH;2974;SALTY;0
SALNS03242;SNSL254_A3474;SNSL254_RS17455;SNSL254_A3474;2974;SALNS;0
SALTI03084;STY3392;STY_RS16035;STY3392;2974;SALTI;0
SALTD03191;STM_MW32151;STMMW_RS16645;STM_MW32151;2974;SALTD;0
SALTS03171;SL1344_3187;SL1344_RS16615;SL1344_3187;2974;SALTS;0
SALT103752;STM14_3891;STM14_RS17145;STM14_3891;2974;SALT1;0
SALA403147;SeAg_B3400;SEAG_RS16270;SeAg_B3400;2974;SALA4;0
SALT403243;STM474_3368;STM474_RS16615;STM474_3368;2974;SALT4;0
SALCH03121;SC3160;SCH_RS16465;SC3160;2974;SALCH;0
SALSV03147;SeSA_A3404;SESA_RS16630;SeSA_A3404;2974;SALSV;0
SALG202986;SG3110;SG_RS15660;SG3110;2974;SALG2;0
SALPK03000;SSPA2878;SSPA_RS15620;SSPA2878;2974;SALPK;0
SALPC01030;SPC_1073;SPC_RS05320;SPC_1073;5453;SALPC;0
SALCH02542;SC2571;SCH_RS13465;SC2571;5453;SALCH;0
SALDC01915;SeD_A2094;SED_RS10385;SeD_A2094;5612;SALDC;0
SALEP01770;SEN1785;SEN_RS09245;SEN1785;5612;SALEP;0
SALPA01463;SPA1579;SPA_RS07915;SPA1579;5612;SALPA;0
SALPB02012;SPAB_02091;SPAB_RS08515;SPAB_02091;5612;SALPB;0
SALHS01293;SeHA_C1388;SEHA_RS07210;SeHA_C1388;5612;SALHS;0
SALPC02360;SPC_2476;SPC_RS12320;SPC_2476;5612;SALPC;0
SALTY01215;STM1267;STM1267;STM1267;5612;SALTY;0
SALNS01290;SNSL254_A1373;SNSL254_RS07625;SNSL254_A1373;5612;SALNS;0
SALTD01262;STM_MW12731;STMMW_RS06580;STM_MW12731;5612;SALTD;0
SALTS01190;SL1344_1202;SL1344_RS06290;SL1344_1202;5612;SALTS;0
SALT101461;STM14_1529;STM14_RS07190;STM14_1529;5612;SALT1;0
SALA401787;SeAg_B1913;SEAG_RS09285;SeAg_B1913;5612;SALA4;0
SALT401213;STM474_1268;STM474_RS06290;STM474_1268;5612;SALT4;0
SALCH01259;SC1278;SCH_RS06805;SC1278;5612;SALCH;0
SALSV01272;SeSA_A1357;SESA_RS07085;SeSA_A1357;5612;SALSV;0
SALG201794;SG1857;SG_RS09360;SG1857;5612;SALG2;0
SALPK01528;SSPA1467;SSPA_RS07890;SSPA1467;5612;SALPK;0
SALDC01983;yceG;SED_RS10755;SeD_A2170;1912;SALDC;0
SALEP01835;yceG;SEN_RS09615;SEN1850;1912;SALEP;0
SALPA01531;yceG;SPA_RS08285;SPA1652;1912;SALPA;0
SALPB02235;yceG;SPAB_RS09455;SPAB_02324;1912;SALPB;0
SALHS01223;yceG;SEHA_RS06835;SeHA_C1313;1912;SALHS;0
SALPC02429;yceG;SPC_RS12685;SPC_2547;1912;SALPC;0
SALBC01034;yceG;SBG_RS05410;SBG_1037;1912;SALBC;0
SALTY01151;yceG;STM1199;yceG;1912;SALTY;0
SALNS01222;yceG;SNSL254_RS07255;SNSL254_A1298;1912;SALNS;0
SALTI01113;yceG;STY_RS05765;STY1238;1912;SALTI;0
SALAR01718;yceG;SARI_RS08340;SARI_01793;1912;SALAR;0
SALTD01198;yceG;STMMW_RS06205;STM_MW12081;1912;SALTD;0
SALTS01127;yceG;SL1344_RS05915;SL1344_1136;1912;SALTS;0
SALT101324;yceG;STM14_RS06500;STM14_1372;1912;SALT1;0
SALA401857;yceG;SEAG_RS09650;SeAg_B1987;1912;SALA4;0
SALT401147;yceG;STM474_RS05915;STM474_1196;1912;SALT4;0
SALCH01131;yceG;SCH_RS06145;SC1149;1912;SALCH;0
SALSV01194;yceG;SESA_RS06700;SeSA_A1275;1912;SALSV;0
SALG201859;yceG;SG_RS09730;SG1923;1912;SALG2;0
SALPK01601;yceG;SSPA_RS08260;SSPA1536;1912;SALPK;0
SALDC01582;tehA;SED_RS08650;SeD_A1733;1965;SALDC;0
SALEP01431;tehA;SEN_RS07500;SEN1447;1965;SALEP;0
SALPA01164;tehA;SPA_RS06310;SPA1260;1965;SALPA;0
SALPB01603;tehA;SPAB_RS06795;SPAB_01672;1965;SALPB;0
SALHS01670;tehA;SEHA_RS09160;SeHA_C1787;1965;SALHS;0
SALPC02035;tehA;SPC_RS10595;SPC_2126;1965;SALPC;0
SALBC01424;tehA;SBG_RS07435;SBG_1436;1965;SALBC;0
SALTY01550;tehA;STM1609;tehA;1965;SALTY;0
SALNS01624;tehA;SNSL254_RS09330;SNSL254_A1723;1965;SALNS;0
SALTI01314;tehA;STY_RS06830;STY1455;1965;SALTI;0
SALAR01306;tehA;SARI_RS06335;SARI_01369;1965;SALAR;0
SALTD01593;tehA;STMMW_RS08270;STM_MW16041;1965;SALTD;0
SALTS01527;tehA;SL1344_RS08020;SL1344_1539;1965;SALTS;0
SALT101875;tehA;STM14_RS08920;STM14_1947;1965;SALT1;0
SALA401441;tehA;SEAG_RS07550;SeAg_B1552;1965;SALA4;0
SALT401556;tehA;STM474_RS08020;STM474_1621;1965;SALT4;0
SALCH01585;tehA;SCH_RS08490;SC1606;1965;SALCH;0
SALSV01623;tehA;SESA_RS08820;SeSA_A1726;1965;SALSV;0
SALG201466;tehA;SG_RS07670;SG1514;1965;SALG2;0
SALPK01216;tehA;SSPA_RS06280;SSPA1169;1965;SALPK;0
SALDC01493;sapD;SED_RS08205;SeD_A1637;1967;SALDC;0
SALEP01322;sapD;SEN_RS06940;SEN1338;1967;SALEP;0
SALPA01094;sapD;SPA_RS05920;SPA1181;1967;SALPA;0
SALPB01497;sapD;SPAB_RS06345;SPAB_01563;1967;SALPB;0
SALHS01760;sapD;SEHA_RS09595;SeHA_C1881;1967;SALHS;0
SALPC01952;sapD;SPC_RS10155;SPC_2037;1967;SALPC;0
SALBC01537;sapD;SBG_RS07995;SBG_1556;1967;SALBC;0
SALTY01635;sapD;STM1695;sapD;1967;SALTY;0
SALNS01716;sapD;SNSL254_RS09765;SNSL254_A1819;1967;SALNS;0
SALTI01225;sapD;STY_RS06365;STY1356;1967;SALTI;0
SALAR01208;sapD;SARI_RS05870;SARI_01267;1967;SALAR;0
SALTD01679;sapD;STMMW_RS08715;STM_MW16901;1967;SALTD;0
SALTS01613;sapD;SL1344_RS08460;SL1344_1625;1967;SALTS;0
SALT101970;sapD;STM14_RS09365;STM14_2045;1967;SALT1;0
SALA401348;sapD;SEAG_RS07095;SeAg_B1455;1967;SALA4;0
SALT401641;sapD;STM474_RS08460;STM474_1708;1967;SALT4;0
SALCH01667;sapD;SCH_RS08930;SC1688;1967;SALCH;0
SALSV01715;sapD;SESA_RS09290;SeSA_A1824;1967;SALSV;0
SALG201376;sapD;SG_RS07215;SG1421;1967;SALG2;0
SALPK01139;sapD;SSPA_RS05895;SSPA1098;1967;SALPK;0
SALDC03698;gpsA;SED_RS19695;SeD_A4086;1974;SALDC;0
SALEP03497;gpsA;SEN_RS18320;SEN3522;1974;SALEP;0
SALPA03303;gpsA;SPA_RS18005;SPA3552;1974;SALPA;0
SALPB04429;gpsA;SPAB_RS18695;SPAB_04597;1974;SALPB;0
SALHS03742;gpsA;SEHA_RS19520;SeHA_C4025;1974;SALHS;0
SALPC03626;gpsA;SPC_RS18775;SPC_3782;1974;SALPC;0
SALBC03227;gpsA;SBG_RS17050;SBG_3282;1974;SALBC;0
SALTY03571;gpsA;STM3700;gpsA;1974;SALTY;0
SALNS03711;gpsA;SNSL254_RS19820;SNSL254_A3980;1974;SALNS;0
SALTI03732;gpsA;STY_RS19565;STY4095;1974;SALTI;0
SALAR03770;gpsA;SARI_RS18430;SARI_03941;1974;SALAR;0
SALTD03660;gpsA;STMMW_RS19095;STM_MW36881;1974;SALTD;0
SALTS03642;gpsA;SL1344_RS19065;SL1344_3666;1974;SALTS;0
SALT104306;gpsA;STM14_RS19570;STM14_4460;1974;SALT1;0
SALA403633;gpsA;SEAG_RS18710;SeAg_B3918;1974;SALA4;0
SALT403727;gpsA;STM474_RS19065;STM474_3873;1974;SALT4;0
SALCH03577;gpsA;SCH_RS18840;SC3623;1974;SALCH;0
SALSV03611;gpsA;SESA_RS18940;SeSA_A3899;1974;SALSV;0
SALG203585;gpsA;SG_RS18895;SG3731;1974;SALG2;0
SALPK03455;gpsA;SSPA_RS17980;SSPA3315;1974;SALPK;0
SALDC03163;hybA;SED_RS16925;SeD_A3497;1988;SALDC;0
SALEP02965;hybA;SEN_RS15560;SEN2992;1988;SALEP;0
SALPA02804;hybA;SPA_RS15310;SPA3017;1988;SALPA;0
SALHS03156;hybA;SEHA_RS16600;SeHA_C3396;1988;SALHS;0
SALPC03076;hybA;SPC_RS15985;SPC_3218;1988;SALPC;0
SALBC02695;hybA;SBG_RS14200;SBG_2747;1988;SALBC;0
SALNS03175;hybA;SNSL254_RS17125;SNSL254_A3402;1988;SALNS;0
SALTI03021;hybA;STY_RS15695;STY3320;1988;SALTI;0
SALAR04285;hybA;SARI_RS20960;SARI_04476;1988;SALAR;0
SALCH03054;hybA;SCH_RS16115;SC3090;1988;SALCH;0
SALSV03081;hybA;SESA_RS16290;SeSA_A3331;1988;SALSV;0
SALG202922;hybA;SG_RS15325;SG3045;1988;SALG2;0
SALPK02935;hybA;SSPA_RS15285;SSPA2814;1988;SALPK;0
SALDC04279;miaA;SED_RS22865;SeD_A4757;2215;SALDC;0
SALEP04081;miaA;SEN_RS21490;SEN4127;2215;SALEP;0
SALPA03864;miaA;SPA_RS21170;SPA4177;2215;SALPA;0
SALPB05276;miaA;SPAB_RS22410;SPAB_05493;2215;SALPB;0
SALHS04412;miaA;SEHA_RS23080;SeHA_C4778;2215;SALHS;0
SALPC04323;miaA;SPC_RS22480;SPC_4507;2215;SALPC;0
SALBC03738;miaA;SBG_RS19945;SBG_3804;2215;SALBC;0
SALTY04193;miaA;STM4360;miaA;2215;SALTY;0
SALNS04376;miaA;SNSL254_RS23310;SNSL254_A4721;2215;SALNS;0
SALTI04313;miaA;STY_RS22545;STY4717;2215;SALTI;0
SALAR03142;miaA;SARI_RS15260;SARI_03271;2215;SALAR;0
SALTD04275;miaA;STMMW_RS22410;STM_MW43051;2215;SALTD;0
SALTS04261;miaA;SL1344_RS22385;SL1344_4294;2215;SALTS;0
SALT105044;miaA;STM14_RS22880;STM14_5241;2215;SALT1;0
SALA404274;miaA;SEAG_RS22130;SeAg_B4638;2215;SALA4;0
SALT404365;miaA;STM474_RS22385;STM474_4557;2215;SALT4;0
SALCH04182;miaA;SCH_RS22120;SC4236;2215;SALCH;0
SALSV04276;miaA;SESA_RS22420;SeSA_A4628;2215;SALSV;0
SALG204040;miaA;SG_RS21255;SG4201;2215;SALG2;0
SALPK04037;miaA;SSPA_RS21135;SSPA3877;2215;SALPK;0
SALPA00902;ruvA;SPA_RS04870;SPA0974;3772;SALPA;0
SALPC01739;ruvA;SPC_RS09085;SPC_1819;3772;SALPC;0
SALBC01708;ruvA;SBG_RS08925;SBG_1732;3772;SALBC;0
SALTY01834;ruvA;STM1895;ruvA;3772;SALTY;0
SALTI01906;ruvA;STY_RS09850;STY2103;3772;SALTI;0
SALAR00998;ruvA;SARI_RS04875;SARI_01051;3772;SALAR;0
SALTD01862;ruvA;STMMW_RS09675;STM_MW18761;3772;SALTD;0
SALTS01815;ruvA;SL1344_RS09480;SL1344_1829;3772;SALTS;0
SALT102219;ruvA;STM14_RS10385;STM14_2304;3772;SALT1;0
SALA401142;ruvA;SEAG_RS06085;SeAg_B1229;3772;SALA4;0
SALT401856;ruvA;STM474_RS09480;STM474_1927;3772;SALT4;0
SALCH01879;ruvA;SCH_RS09995;SC1903;3772;SALCH;0
SALPK00938;ruvA;SSPA_RS04840;SSPA0908;3772;SALPK;0
SALDC04283;hflC;SED_RS22885;SeD_A4761;2038;SALDC;0
SALEP04085;hflC;SEN_RS21510;SEN4131;2038;SALEP;0
SALPA03868;hflC;SPA_RS21190;SPA4181;2038;SALPA;0
SALPB05280;hflC;SPAB_RS22430;SPAB_05497;2038;SALPB;0
SALHS04416;hflC;SEHA_RS23100;SeHA_C4782;2038;SALHS;0
SALPC04327;hflC;SPC_RS22500;SPC_4511;2038;SALPC;0
SALBC03742;hflC;SBG_RS19965;SBG_3808;2038;SALBC;0
SALTY04197;hflC;STM4364;hflC;2038;SALTY;0
SALNS04380;hflC;SNSL254_RS23330;SNSL254_A4725;2038;SALNS;0
SALTI04317;hflC;STY_RS22565;STY4721;2038;SALTI;0
SALAR03138;hflC;SARI_RS15240;SARI_03267;2038;SALAR;0
SALTD04279;hflC;STMMW_RS22430;STM_MW43091;2038;SALTD;0
SALTS04265;hflC;SL1344_RS22405;SL1344_4298;2038;SALTS;0
SALT105048;hflC;STM14_RS22900;STM14_5245;2038;SALT1;0
SALA404278;hflC;SEAG_RS22150;SeAg_B4642;2038;SALA4;0
SALT404369;hflC;STM474_RS22405;STM474_4561;2038;SALT4;0
SALCH04186;hflC;SCH_RS22140;SC4240;2038;SALCH;0
SALSV04280;hflC;SESA_RS22440;SeSA_A4632;2038;SALSV;0
SALG204044;hflC;SG_RS21275;SG4205;2038;SALG2;0
SALPK04041;hflC;SSPA_RS21155;SSPA3881;2038;SALPK;0
SALDC04266;epmA;SED_RS22785;SeD_A4741;2052;SALDC;0
SALEP04068;epmA;SEN_RS21410;SEN4114;2052;SALEP;0
SALPA03852;epmA;SPA_RS21090;SPA4161;2052;SALPA;0
SALPB05261;epmA;SPAB_RS22330;SPAB_05475;2052;SALPB;0
SALHS04399;epmA;SEHA_RS23000;SeHA_C4762;2052;SALHS;0
SALPC04311;epmA;SPC_RS22400;SPC_4494;2052;SALPC;0
