uniprotAC;name;locus;groupID;strain
B5FN58;SeD_A4280;SeD_A4280;3365;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FNU3;SeD_A4330;SeD_A4330;2826;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FNU8;SeD_A4337;SeD_A4337;1428;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPR4;gph;SeD_A4463;4165;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPR6;SeD_A4465;SeD_A4465;1083;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPR7;SeD_A4466;SeD_A4466;1047;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPV2;SeD_A4503;SeD_A4503;1310;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPV3;SeD_A4504;SeD_A4504;3755;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPV4;SeD_A4507;SeD_A4507;5880;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQN3;SeD_A4603;SeD_A4603;3829;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQN4;SeD_A4604;SeD_A4604;1406;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FRG1;SeD_A4681;SeD_A4681;354;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FRG6;SeD_A4686;SeD_A4686;4004;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSG7;SeD_A4858;SeD_A4858;146;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSJ3;SeD_A4890;SeD_A4890;5883;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FT48;SeD_A4892;SeD_A4892;722;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTA5;SeD_A4959;SeD_A4959;3029;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTA6;SeD_A4960;SeD_A4960;2687;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTA7;SeD_A4961;SeD_A4961;3910;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTC4;SeD_A4981;SeD_A4981;977;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTC9;SeD_A4986;SeD_A4986;2204;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTZ8;SeD_A5007;SeD_A5007;2924;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FRQ5;SeD_A1206;SeD_A1206;4202;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIR4;SeD_A3695;SeD_A3695;304;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FN47;asnA;SeD_A4269;3627;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FP59;SeD_A0887;SeD_A0887;3125;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHE2;fkpB;SeD_A0052;1469;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHJ2;SeD_A1771;SeD_A1771;3695;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL46;SeD_A2257;SeD_A2257;5233;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL47;SeD_A2258;SeD_A2258;7;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL48;SeD_A2259;SeD_A2259;5045;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL49;SeD_A2260;SeD_A2260;5298;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL50;SeD_A2261;SeD_A2261;5035;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL51;SeD_A2262;SeD_A2262;3914;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL52;SeD_A2263;SeD_A2263;3101;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL53;SeD_A2264;SeD_A2264;4308;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL54;SeD_A2265;SeD_A2265;4930;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL55;SeD_A2266;SeD_A2266;4343;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPP0;SeD_A2754;SeD_A2754;2256;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPP1;SeD_A2755;SeD_A2755;1423;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FS89;SeD_A3096;SeD_A3096;1683;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUW1;SeD_A3441;SeD_A3441;2171;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLC8;SeD_A4035;SeD_A4035;199;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSI3;SeD_A4880;SeD_A4880;5271;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FT83;SeD_A4937;SeD_A4937;4871;Salmonella_enterica_serovar_Dublin_CT_02021853
SeD_A5014;SeD_A5014;SeD_A5014;5890;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FH90;SeD_B0090;SeD_B0090;5139;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FH91;SeD_B0091;SeD_B0091;5891;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FH92;SeD_B0092;SeD_B0092;4690;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FKQ9;queA;SeD_A0444;1000;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPK1;SeD_A2708;SeD_A2708;2531;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPK2;SeD_A2709;SeD_A2709;3233;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPK3;SeD_A2710;SeD_A2710;4363;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FR53;guaB;SeD_A2876;6159;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FI11;truB;SeD_A3641;1373;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FI12;rbfA;SeD_A3642;1776;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FI13;infB;SeD_A3643;4003;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIW3;dusB;SeD_A3745;334;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJP0;SeD_A3835;SeD_A3835;3172;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPX9;trmA;SeD_A4534;3470;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQL6;SeD_A4578;SeD_A4578;1457;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FRF1;SeD_A4669;SeD_A4669;1193;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTC0;SeD_A4977;SeD_A4977;3504;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTC1;SeD_A4978;SeD_A4978;1648;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTC2;SeD_A4979;SeD_A4979;1021;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHB5;SeD_A0021;SeD_A0021;200;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHG9;SeD_A0081;SeD_A0081;4063;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ38;SeD_A0260;SeD_A0260;2139;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ39;SeD_A0261;SeD_A0261;2112;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ40;SeD_A0262;SeD_A0262;1981;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ41;SeD_A0263;SeD_A0263;1812;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ53;SeD_A0281;SeD_A0281;3567;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ62;SeD_A0292;SeD_A0292;4064;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ63;SeD_A0293;SeD_A0293;2491;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ64;SeD_A0294;SeD_A0294;2888;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ65;SeD_A0295;SeD_A0295;4306;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJU7;SeD_A0321;SeD_A0321;5569;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJV0;SeD_A0325;SeD_A0325;2858;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJZ0;SeD_A0371;SeD_A0371;516;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJZ1;SeD_A0372;SeD_A0372;3244;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FNE2;kdpF;SeD_A0815;3732;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FNE3;SeD_A0816;SeD_A0816;1504;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FNF0;SeD_A0823;SeD_A0823;341;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ16;SeD_A1007;SeD_A1007;3940;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ17;SeD_A1008;SeD_A1008;3997;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ18;SeD_A1009;SeD_A1009;1775;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ19;SeD_A1010;SeD_A1010;4995;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ87;SeD_A1079;SeD_A1079;4200;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ88;SeD_A1080;SeD_A1080;4894;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ89;SeD_A1081;SeD_A1081;4574;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ90;SeD_A1082;SeD_A1082;4667;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ91;SeD_A1083;SeD_A1083;4276;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ92;SeD_A1084;SeD_A1084;2631;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ93;SeD_A1085;SeD_A1085;1153;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ94;SeD_A1086;SeD_A1086;4590;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQU3;SeD_A1087;SeD_A1087;4272;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQU4;SeD_A1088;SeD_A1088;1561;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FR15;SeD_A1161;SeD_A1161;2368;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FR16;SeD_A1163;SeD_A1163;1589;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FR22;SeD_A1169;SeD_A1169;2684;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTJ2;SeD_A1474;SeD_A1474;1678;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTJ3;SeD_A1475;SeD_A1475;3091;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FU25;chaB;SeD_A1553;3146;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FU89;SeD_A1626;SeD_A1626;1797;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUM1;SeD_A1660;SeD_A1660;1577;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUN2;SeD_A1671;SeD_A1671;413;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUQ5;SeD_A1697;SeD_A1697;2523;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUQ7;SeD_A1699;SeD_A1699;2844;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUR0;SeD_A1703;SeD_A1703;4204;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUU9;SeD_A1745;SeD_A1745;2041;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHI2;SeD_A1761;SeD_A1761;3924;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIE2;SeD_A1880;SeD_A1880;1333;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FK52;SeD_A2108;SeD_A2108;3861;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FK61;SeD_A2121;SeD_A2121;4005;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FK62;SeD_A2122;SeD_A2122;4992;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLU9;SeD_A2309;SeD_A2309;5877;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLV0;SeD_A2310;SeD_A2310;4195;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLW4;SeD_A2326;SeD_A2326;4932;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLW5;SeD_A2327;SeD_A2327;3873;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQG5;SeD_A2841;SeD_A2841;1882;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FS91;SeD_A3098;SeD_A3098;2173;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSV0;SeD_A3100;SeD_A3100;1331;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUG5;SeD_A3389;SeD_A3389;1883;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUJ3;SeD_A3425;SeD_A3425;1440;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUJ4;SeD_A3426;SeD_A3426;4480;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHX2;SeD_A3596;SeD_A3596;61;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHX3;SeD_A3597;SeD_A3597;445;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJI6;mscL;SeD_A3777;1039;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FM86;SeD_A4149;SeD_A4149;1905;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FM93;SeD_A4158;SeD_A4158;1393;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPQ0;SeD_A4448;SeD_A4448;1372;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPQ1;SeD_A4449;SeD_A4449;2896;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSG2;SeD_A4852;SeD_A4852;3975;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FT77;SeD_A4927;SeD_A4927;3559;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FH33;SeD_B0018;SeD_B0018;5879;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FH34;SeD_B0020;SeD_B0020;4411;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FH35;SeD_B0021;SeD_B0021;5878;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FID5;SeD_A1872;SeD_A1872;2296;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPN9;SeD_A2753;SeD_A2753;2298;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FK74;SeD_A2136;SeD_A2136;2252;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIQ5;SeD_A3684;SeD_A3684;2572;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHD4;nhaA;SeD_A0042;3568;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTY5;SeD_A3305;SeD_A3305;1155;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTY6;SeD_A3306;SeD_A3306;1205;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHE4;SeD_A0054;SeD_A0054;5404;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL37;SeD_A2247;SeD_A2247;5333;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIQ3;SeD_A3682;SeD_A3682;23;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIQ4;ptsO;SeD_A3683;2336;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FN61;SeD_A4290;SeD_A4290;788;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FRI4;SeD_A4706;SeD_A4706;2405;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLH3;SeD_A4081;SeD_A4081;6156;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPZ9;SeD_A0990;SeD_A0990;3296;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSH8;SeD_A4871;SeD_A4871;3256;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSH9;SeD_A4874;SeD_A4874;3789;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ71;SeD_A0301;SeD_A0301;3240;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ72;SeD_A0302;SeD_A0302;911;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ73;SeD_A0303;SeD_A0303;3218;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ74;SeD_A0304;SeD_A0304;2265;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FR19;SeD_A1166;SeD_A1166;2404;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FR20;SeD_A1167;SeD_A1167;2838;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FR21;SeD_A1168;SeD_A1168;2922;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FRT3;SeD_A1236;SeD_A1236;5887;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTF5;SeD_A1429;SeD_A1429;2028;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FK65;SeD_A2127;SeD_A2127;1985;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLW9;SeD_A2331;SeD_A2331;5063;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLX2;SeD_A2335;SeD_A2335;4744;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLX3;SeD_A2336;SeD_A2336;421;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FM04;SeD_A2372;SeD_A2372;2656;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHZ0;SeD_A3617;SeD_A3617;3006;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FKN6;SeD_A3991;SeD_A3991;3525;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FMB1;SeD_A4180;SeD_A4180;1215;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FMB4;SeD_A4183;SeD_A4183;4045;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FU76;SeD_A1613;SeD_A1613;2615;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHL5;SeD_A1796;SeD_A1796;1715;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHL8;cybH;SeD_A1799;1277;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHL9;hybD;SeD_A1800;1131;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHM0;hypC;SeD_A1801;2839;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHM1;SeD_A1802;SeD_A1802;2315;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHM3;SeD_A1804;SeD_A1804;2928;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHM4;hypA;SeD_A1805;3106;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSS0;SeD_A1388;SeD_A1388;5534;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ47;metN;SeD_A0269;3913;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FNJ6;SeD_A2541;SeD_A2541;165;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLP6;ppiB;SeD_A0584;2979;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPK7;cvpA;SeD_A2714;3195;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FKN9;adrA;SeD_A0422;3299;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FR46;SeD_A1193;SeD_A1193;1955;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FR47;wrbA;SeD_A1194;2317;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FI00;SeD_A3627;SeD_A3627;2264;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUL8;SeD_A1657;SeD_A1657;2402;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUT7;SeD_A1733;SeD_A1733;1988;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUT8;tehB;SeD_A1734;3324;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIH1;SeD_A1911;SeD_A1911;4189;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FMZ2;SeD_A2522;SeD_A2522;3438;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FMZ5;gtdA;SeD_A2525;3151;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FMZ6;SeD_A2526;SeD_A2526;2236;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FRB2;SeD_A2946;SeD_A2946;677;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FRB3;yfhB;SeD_A2947;1100;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FT12;SeD_A3170;SeD_A3170;1126;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUZ3;SeD_A3474;SeD_A3474;1203;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJP6;tsgA;SeD_A3841;1603;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FMB9;dsdC;SeD_A4188;476;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FKW3;SeD_A0502;SeD_A0502;1298;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FKW4;SeD_A0503;SeD_A0503;3911;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FKW5;SeD_A0504;SeD_A0504;2914;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FKW6;SeD_A0505;SeD_A0505;4565;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPA5;SeD_A0936;SeD_A0936;2126;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FU79;SeD_A1616;SeD_A1616;3133;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FU80;SeD_A1617;SeD_A1617;4438;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FNM0;spr;SeD_A2565;1059;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ96;SeD_A2760;SeD_A2760;3302;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLG6;SeD_A4074;SeD_A4074;929;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FH67;SeD_B0057;SeD_B0057;4603;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FH68;SeD_B0058;SeD_B0058;5882;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLU3;SeD_A0636;SeD_A0636;5870;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FMI0;SeD_A0675;SeD_A0675;2439;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FRT4;SeD_A1238;SeD_A1238;3605;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTP9;SeD_A3211;SeD_A3211;18;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTQ0;SeD_A3212;SeD_A3212;1286;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FMK9;SeD_A0707;SeD_A0707;201;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPZ2;potG;SeD_A0983;3653;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPZ5;SeD_A0986;SeD_A0986;2286;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FTJ5;SeD_A1477;SeD_A1477;184;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FI23;rrmJ;SeD_A3655;696;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJL9;tuf1;SeD_A4552;3611;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FLD4;SeD_A4042;SeD_A4042;4312;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FKP9;SeD_A0432;SeD_A0432;3508;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJ49;SeD_A0275;SeD_A0275;5881;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FMP8;SeD_A0757;SeD_A0757;4068;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FUN6;SeD_A1675;SeD_A1675;767;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FNY3;SeD_A4377;SeD_A4377;4833;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FNY3;SeD_A4541;SeD_A4541;4833;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSB8;SeD_A4805;SeD_A4805;1138;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQ35;SeD_A1027;SeD_A1027;3023;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHJ7;rpsV;SeD_A1778;1566;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHJ8;SeD_A1779;SeD_A1779;1698;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJY5;SeD_A0366;SeD_A0366;4372;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FU39;SeD_A1574;SeD_A1574;1523;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL67;SeD_A2280;SeD_A2280;4579;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL68;SeD_A2281;SeD_A2281;599;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL69;SeD_A2282;SeD_A2282;4129;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL70;SeD_A2283;SeD_A2283;3668;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL71;SeD_A2284;SeD_A2284;5535;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL72;SeD_A2285;SeD_A2285;5424;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL73;SeD_A2286;SeD_A2286;4703;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL74;SeD_A2287;SeD_A2287;4508;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL75;SeD_A2288;SeD_A2288;5134;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL76;SeD_A2290;SeD_A2290;5873;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPH2;SeD_A2677;SeD_A2677;5239;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FPH3;SeD_A2680;SeD_A2680;5872;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FT14;SeD_A3172;SeD_A3172;3925;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FKN0;SeD_A3984;SeD_A3984;688;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FNX3;rfaH;SeD_A4364;2371;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQY5;SeD_A1130;SeD_A1130;4484;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FU05;SeD_A1533;SeD_A1533;5211;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FHW0;SeD_A3582;SeD_A3582;1311;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FQS8;uvrA;SeD_A4649;3175;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSE7;treB;SeD_A4835;1766;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FI87;SeD_A0154;SeD_A0154;926;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FI88;SeD_A0155;SeD_A0155;960;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FI89;SeD_A0156;SeD_A0156;188;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FI92;SeD_A0159;SeD_A0159;1757;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FMK1;cstA;SeD_A0696;1764;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FK93;SeD_A2155;SeD_A2155;2522;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FK94;SeD_A2156;SeD_A2156;576;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FL27;SeD_A2235;SeD_A2235;2657;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSY7;SeD_A3145;SeD_A3145;406;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FSY9;gutQ;SeD_A3147;6157;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIU2;aaeB;SeD_A3724;829;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIU3;aaeA;SeD_A3725;1570;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIU4;aaeX;SeD_A3726;2599;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FIU5;aaeR;SeD_A3727;1670;Salmonella_enterica_serovar_Dublin_CT_02021853
B5FJN8;SeD_A3833;SeD_A3833;3069;Salmonella_enterica_serovar_Dublin_CT_02021853
