Entry	Gene names  (ordered locus )	Gene names  (primary )	Organism	Organism ID
B4SZ76				
B4T0A6				
B4SW14				
B4T2N7				
B4T632				
B4SZF0				
B4T757				
B4SYJ6				
B4SZF5				
B4T126	SNSL254_A0995	lolA	Salmonella newport (strain SL254)	423368
B4T0A5				
B4SXL0				
B4T5H1	SNSL254_A3309	pgk	Salmonella newport (strain SL254)	423368
B4T742				
B4T640				
B4SVW0	SNSL254_A0357	frsA	Salmonella newport (strain SL254)	423368
B4SYI8				
B4T769	SNSL254_A3622	mdh	Salmonella newport (strain SL254)	423368
B4SWA0				
B4SX82				
B4T290	SNSL254_A2859	ung	Salmonella newport (strain SL254)	423368
B4T6W7				
B4T0R9	SNSL254_A2739	hscB	Salmonella newport (strain SL254)	423368
B4T0T9	SNSL254_A4422	hslV	Salmonella newport (strain SL254)	423368
B4T0B2	SNSL254_A0920	rimO	Salmonella newport (strain SL254)	423368
B4SYQ9				
B4T5L9	SNSL254_A3359	yggX	Salmonella newport (strain SL254)	423368
B4SUK0				
B4SV25				
B4T380				
B4T3V7				
B4SVM1	SNSL254_A3791	glpG	Salmonella newport (strain SL254)	423368
B4T156	SNSL254_A1025	mukF	Salmonella newport (strain SL254)	423368
B4T0N9	SNSL254_A2705	xseA	Salmonella newport (strain SL254)	423368
B4T752				
B4T759				
B4SUJ3	SNSL254_A1939	nhaP2	Salmonella newport (strain SL254)	423368
B4T5A5	SNSL254_A1579	tus	Salmonella newport (strain SL254)	423368
B4T3G9				
B4T582				
B4T6Z3				
B4SZB5				
B4T2B9	SNSL254_A2895	grpE	Salmonella newport (strain SL254)	423368
B4SVR8				
B4SYE3				
B4SYI2				
B4T6I0				
B4T1G6				
B4T0F1				
B4SU42	SNSL254_A0132	rsmH	Salmonella newport (strain SL254)	423368
B4T2W7	SNSL254_A1232	ycdX	Salmonella newport (strain SL254)	423368
B4SW87				
B4SWF5				
B4SWX1				
B4SXQ1				
B4T2Z6				
B4T6E8				
B4T6S1				
B4SZ23				
B4T381	SNSL254_A3006	nrdI	Salmonella newport (strain SL254)	423368
B4SXT5	SNSL254_A0636	ybdK	Salmonella newport (strain SL254)	423368
B4T3F1	SNSL254_A4751	rpsF	Salmonella newport (strain SL254)	423368
B4T5R1				
B4T3J5				
B4T2H3				
B4SVS0				
B4SZ92				
B4SVW1	SNSL254_A0358	crl	Salmonella newport (strain SL254)	423368
B4T2S6				
B4SV88				
B4SZA3				
B4SZV8				
B4T277				
B4T4J3				
B4SWC4				
B4SXG3				
B4T4R5				
B4T1T9				
B4T4X9				
B4T4Y7				
B4SUV8	SNSL254_A3728	kefG	Salmonella newport (strain SL254)	423368
B4SY01				
B4T074	SNSL254_A0881	ybhG	Salmonella newport (strain SL254)	423368
B4T709				
B4T6E6				
B4T1X7				
B4T551				
B4T471				
B4SUY0				
B4T489				
B4T2C1				
B4SZ87				
B4SVK4				
B4T4M0				
B4T306				
B4SX93				
B4T343				
B4T6Y8				
B4T296				
B4T293				
B4T4N1	SNSL254_A1447	rplT	Salmonella newport (strain SL254)	423368
B4T730				
B4T500				
B4SVH4				
B4T5F3				
B4T4T7				
Q3V7K8				
Q5PH23				
Q5PMX3				
Q5PHG2				
Q5PH36				
Q5PF15	SPA2687	recA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PH41				
Q5PNH2	SPA0326	hscB	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PMU3				
Q5PMY1				
Q5PJ55	SPA4211	rplI	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PK96	SPA3988	rplA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PMZ8				
Q5PIH3				
Q5PF65	SPA2437	frsA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PKB2				
Q5PLZ6				
Q5PCB4				
Q5PDW1				
Q5PEP7				
Q5PFV6				
Q5PG52	SPA1954	uvrB	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PGZ8				
Q5PI30				
Q5PI38				
Q5PMB2				
Q5PN96				
Q5PMQ9				
Q5PFQ9	SPA2293	phnR	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PJS3				
Q5PM21				
Q5PCN1				
Q5PMA2				
Q5PGI4	SPA1837	lolA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PK05	SPA3285	rpmJ1	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PMS2				
Q5PCP1				
Q5PM69				
Q7WS85	SPA3226	mdh	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PNK7				
Q5PI54	SPA0355	xseA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PFK9				
Q5PI96				
Q5PIC3	SPA1392	cnu	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PFF0				
Q5PIK1				
Q5PJI6	SPA2940	pgk	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PLE4				
Q5PCZ5				
Q5PGE3	SPA1789	rlmL	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PC44				
Q5PJ37				
Q5PLB9				
Q5PF18	SPA2684	csrA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PEA3				
Q5PG13				
Q5PI95				
Q5PL25				
Q5PCV6	SPA0496	truA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PHP7				
Q5PIW1	SPA3314	rpsL	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PIZ5				
Q5PJE2	SPA3922	lsrG	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PL11				
Q5PF67				
Q5PJB7				
Q5PKU4	SPA3684	rnpA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PJM2				
Q5PM59				
Q5PDD7	SPA0143	zapD	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PGD6	SPA1779	sulA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PIS1	SPA3931	zapB	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PND8	SPA0437	zipA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PHN7				
Q5PDJ4	SPA0013	dnaJ	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PFG9	SPA2540	grpE	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PFK7	SPA2235	htpG	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PGA2	SPA1738	cbpA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PGV8				
Q5PGR0				
Q5PHA2				
Q5PGQ0				
Q5PIE3	SPA4319	yeeN	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PC93	SPA3088	rlmG	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PJX9	SPA3717	viaA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PKZ2				
Q5PD18				
Q5PDW8	SPA0737	mdtC	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PDX9				
Q5PKS1				
Q5PH07	SPA1419	rnt	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PE61				
Q5PJ44				
Q5PKF6				
Q5PL41	SPA0371	hda	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PNI6	SPA0348	der	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PMF1	SPA2151	ybdK	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PEG3	SPA2784	truD	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PL54				
Q5PF66	SPA2436	crl	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PEH0				
Q5PIP4				
Q5PIX2				
Q5PGP7	SPA1903	rimO	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PIT8	SPA3273	def	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PI14				
Q5PEL8				
Q5PEM6				
Q5PL20	SPA3324	kefG	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PM95				
Q5PJZ4				
Q5PFN5	SPA2273	clpX	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PIU4	SPA3295	rplX	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PJM0				
Q5PFL2				
Q5PFT7				
Q5PG67				
Q5PD30				
Q5PHG7				
Q5PLE6				
Q5PNL2	SPA1137	yciU	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PJN5				
Q5PIV1	SPA3307	rpsJ	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PK08	SPA3283	rpsK	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PK95	SPA3989	rplJ	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PI88	SPA1123	ychJ	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PJ12				
Q5PJR7				
Q5PGQ9				
Q5PLB3	SPA3151	rpsO	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PIH4				
Q5PI85	SPA1057	minE	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PMJ4	SPA1616	mnmA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PH02				
Q5PCU7				
Q5PGF9	SPA1806	mukF	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PCS0				
Q5PD89				
Q5PF05				
Q5PHF5				
Q5PLZ8	SPA3382	glpG	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PMA4				
Q5PMM1	SPA2974	yggX	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PG12	SPA1922	dps	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PGD1				
Q5PH91	SPA1507	rplT	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PI03				
Q5PGV5				
Q5PCD4				
Q5PDK0				
Q5PFL4				
Q5PHQ1				
Q5PL99				
Q5PMK3	SPA2972	trmB	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q3V7K6				
Q5PGZ4	SPA1715	ycdX	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PH67				
Q5PCW8				
Q5PDU8				
Q5PDJ6				
Q5PJ84				
Q5PCZ9				
Q5PFR8	SPA2299	xseB	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PFG6				
Q5PMK4				
Q5PGW3				
Q5PIB5				
Q5PFV0	SPA2340	iraP	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PCK2				
Q5PE28				
Q5PHS7				
Q5PLA3				
Q5PLH8	SPA0271	ung	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PLQ1				
Q5PIN4	SPA0076	fixA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PKH4				
Q5PK45	SPA3935	hslV	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PFF9	SPA2532	rplS	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PC75				
Q5PDE7				
Q5PJV8				
Q5PKC4				
Q5PE20	SPA0626	rplY	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PKU5	SPA3683	rpmH	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PK07	SPA3284	rpsM	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PEL9				
Q5PN21	SPA3316	tusC	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PD62	SPA0224	tsf	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PIB8	SPA1385	tus	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PJX0				
Q5PMQ2				
Q5PJ58	SPA4208	rpsF	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PEU5				
Q5PEU6				
Q5PF70				
Q5PJA2				
Q5PMK2	SPA1623	pepT	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PKU1	SPA3687	mnmE	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PLC0				
Q5PIG5	SPA0284	rnc	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PNG7				
Q5PDA7				
Q5PCZ6	SPA1175	rnb	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PK40				
Q5PE19				
Q5PL67				
Q5PFV8				
Q5PJ90	SPA4237	yjgA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PKP1				
Q5PKS6	SPA3658	ibpB	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PH48				
Q5PKU0				
Q5PKT4	SPA3671	torD	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PLC2				
Q5PLC7				
Q5PL92	SPA3135	diaA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PF76	SPA2442	dinB	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PCR6				
Q5PCU1	SPA1070	dadA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PC60	SPA3624	yicS	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PE77				
Q5PG34	SPA1935	ybhG	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PDH4	SPA0122	rsmH	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PLM0				
Q5PID8				
Q5PEP0				
Q5PDE5	SPA0094	lptD	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PLD9				
Q5PGL3				
Q5PNB8	SPA0276	yfiC	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PNB1				
Q5PL69	SPA4140	cutA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PLZ2				
Q5PLI9				
Q5PJI8				
Q5PDE9				
Q5PDY5				
Q5PCW9				
Q5PCL9				
Q5PLY6	SPA3376	nfuA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PGY9				
Q5PIK5				
Q5PL94				
Q5PMY3	SPA0951	cheB	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PIF1				
Q5PMC7				
Q5PDM7	SPA0005	yaaA	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
Q5PIN9				
Q5PJL8				
Q5PKB3				
Q5PKN2				
Q5PIZ6				
Q5PJG3				
Q5PMV4				
Q5PF14				
Q5PHW7				
Q5PMT4				
Q5PN52				
Q5PL46				
Q5PJS1				
Q5PJS8				
Q5PCK5				
Q5PMS4				
Q5PLT3				
P63990	STY0358 t2537	dinB	Salmonella typhi	90370
Q8XEY8	STY2868 t2636	grpE	Salmonella typhi	90370
Q8Z280	STY4197 t3911	yhjB_1	Salmonella typhi	90370
Q8Z3E0	STY3539 t3274	mdh	Salmonella typhi	90370
Q8Z889	STY0831 t2089	uvrB	Salmonella typhi	90370
Q8Z8V1	STY0491 t2411	clpX	Salmonella typhi	90370
Q8Z8Z9	t2489	ampH	Salmonella typhi	90370
P64282	STY3477 t3216	greA	Salmonella typhi	90370
P0A7S7	STY4350 t4057	rpsL	Salmonella typhi	90370
P64053	STY0240 t0218	tsf	Salmonella typhi	90370
Q8Z3U1	STY3264 t3022	trmB	Salmonella typhi	90370
P0A1L6	STY2188 t0897	fliQ	Salmonella typhi	90370
Q8Z5V4	t0963	flhB	Salmonella typhi	90370
Q8Z6N6	t1290	ssaU	Salmonella typhi	90370
P0A1J8	STY1210 t1749	flgN	Salmonella typhi	90370
Q8Z7S6	STY1082 t1859	rlmL	Salmonella typhi	90370
Q8Z5S7	t0917	fliD	Salmonella typhi	90370
Q8XFE2	STY4157 t3874	yiaD	Salmonella typhi	90370
Q8Z3P1	STY3360 t3103		Salmonella typhi	90370
Q8Z6R7	STY1652 t1338	tus	Salmonella typhi	90370
P0A9Z0	STY1967 t1041	cspC	Salmonella typhi	90370
Q8XGJ8	STY1661 t1329	cnu	Salmonella typhi	90370
Q9L654	STY0516 t2387	hha	Salmonella typhi	90370
P0A9Z5	STY2808 t0295	glnB	Salmonella typhi	90370
Q8Z185	t4413	hflX	Salmonella typhi	90370
Q8Z933	STY0363 t2532	frsA	Salmonella typhi	90370
Q8Z6A1	t1101	hemK	Salmonella typhi	90370
Q8Z2W0	STY3815 t3563	yiiM	Salmonella typhi	90370
P0A298	STY3734 t3476	rplJ	Salmonella typhi	90370
Q8Z163	STY4750 t4445	rplI	Salmonella typhi	90370
Q8Z1X5	STY4381 t4088	rpsK	Salmonella typhi	90370
Q8Z5V3	STY2124 t0962	cheZ	Salmonella typhi	90370
Q8XFR3	t4377	aspA	Salmonella typhi	90370
P67074	STY2840 t0263	ung	Salmonella typhi	90370
Q8Z117	t4511	holC	Salmonella typhi	90370
Q8Z1P8	STY4486 t4194	phnO	Salmonella typhi	90370
Q8Z9D4	STY0197 t0180	yadE	Salmonella typhi	90370
P0A7L7	STY1775 t1216	rplT	Salmonella typhi	90370
P0A2A4	STY3735 t3477	rplA	Salmonella typhi	90370
P66594	STY4747 t4442	rpsF	Salmonella typhi	90370
P67905	STY4357 t4064	rpsJ	Salmonella typhi	90370
Q8XGC5	STY3123 t2891	ygdR_2	Salmonella typhi	90370
Q8Z7C9	STY1350 t1615	rnb	Salmonella typhi	90370
Q8XG63	STY3556 t3291	yhdH	Salmonella typhi	90370
Q8Z546	STY2523 t0570	yfaY_2	Salmonella typhi	90370
Q8Z9J1	STY0115 t0102		Salmonella typhi	90370
P58479	STY0531 t2373	htpG	Salmonella typhi	90370
P65978	STY2950 t2730	recA	Salmonella typhi	90370
Q8Z7A8	STY1381 t1586	tpx	Salmonella typhi	90370
Q8Z9L0	STY0085 t0076	fixA	Salmonella typhi	90370
Q9F2D8		sapB	Salmonella typhi	90370
Q8Z4L9	STY2809 t0293	yfhA	Salmonella typhi	90370
P0A2A2	STY2860 t2628	rplS	Salmonella typhi	90370
Q8Z4N1	STY2786 t0316	hscB	Salmonella typhi	90370
Q8Z1W9	STY4391 t4098	def	Salmonella typhi	90370
P0A1X1	STY1677 t1313	slyB	Salmonella typhi	90370
Q8Z8M0	STY0626 t2285	ybdK	Salmonella typhi	90370
P96061	STY0469 t2433	phnR	Salmonella typhi	90370
Q8Z6R4	STY1655 t1335	manA	Salmonella typhi	90370
Q8Z8Z1	STY0422 t2475	yaiA	Salmonella typhi	90370
Q8Z861	STY0891 t2037	rimO	Salmonella typhi	90370
Q8Z7E5	STY1311 t1652	yciU	Salmonella typhi	90370
P0A7Q9	STY4379 t4086	rpmJ	Salmonella typhi	90370
Q8Z1X6	STY4380 t4087	rpsM	Salmonella typhi	90370
Q8XEL4	STY4436 t4146	yjbJ	Salmonella typhi	90370
Q8Z2Y0	STY3791 t3539	lsrG	Salmonella typhi	90370
Q8Z5P0	STY2218		Salmonella typhi	90370
Q8XER1	STY2611 t0484		Salmonella typhi	90370
Q8Z3Q2	STY3337 t3084	yqhD	Salmonella typhi	90370
P67618	STY3266 t3024	yggX	Salmonella typhi	90370
Q8XF78	STY0870 t2057	dps	Salmonella typhi	90370
Q8Z0V7	STY4901 t4591		Salmonella typhi	90370
Q8Z563	STY2494	rcsD	Salmonella typhi	90370
P0A1G8	STY0013 t0013	dnaJ	Salmonella typhi	90370
Q8Z250	t3953	ftsX	Salmonella typhi	90370
Q8XFH4	t0615 t3704	ccmF1	Salmonella typhi	90370
Q8XGH4	t0613 t3702	ccmD1	Salmonella typhi	90370
Q8Z7D6	STY1329 t1634	trpH	Salmonella typhi	90370
Q8XEP5	STY1347 t1617	glpR_4	Salmonella typhi	90370
Q8XGL8	t4484	relE	Salmonella typhi	90370
Q8XFQ6	STY4231 t3942	dcrB	Salmonella typhi	90370
Q8XFE7	STY2461 t0630	rplY	Salmonella typhi	90370
Q8XFH3	STY1950 t1057	yeaZ	Salmonella typhi	90370
Q8XGU7	STY1552 t1430	ydfZ	Salmonella typhi	90370
Q8Z409	STY3150 t2916	ygdR_5	Salmonella typhi	90370
Q8Z7G9	STY1274 t1686	mnmA	Salmonella typhi	90370
Q8Z2M3	STY3957 t3697	torD	Salmonella typhi	90370
P65364	STY1946 t1061	minE	Salmonella typhi	90370
Q8Z4E7	t2702	nrdH	Salmonella typhi	90370
Q8Z683	STY1937 t1069	yeaR_1	Salmonella typhi	90370
Q8Z6D6	STY1850 t1149	yeaR_2	Salmonella typhi	90370
Q8Z993	STY0270 t0246	yaeB	Salmonella typhi	90370
Q8Z4J0	STY2852 t2619	yfiO	Salmonella typhi	90370
Q8Z1X8	STY4369 t4076	rplX	Salmonella typhi	90370
Q8Z251	t3951	ftsY	Salmonella typhi	90370
Q8Z690	STY1926 t1079	ycgR	Salmonella typhi	90370
P41406	STY4295 t4005	envZ	Salmonella typhi	90370
P65703	STY3227 t2988	pgk	Salmonella typhi	90370
Q8XGN8	STY3223 t2985	mscS	Salmonella typhi	90370
Q8Z813	STY0959 t1973	lolA	Salmonella typhi	90370
P66685	STY1688 t1302	rnt	Salmonella typhi	90370
Q8Z7E2	STY1319 t1644	ompW	Salmonella typhi	90370
Q8Z835	STY0925 t2004	ybjP	Salmonella typhi	90370
P69916	STY2947 t2727	csrA	Salmonella typhi	90370
Q8Z2Y8	STY3782 t3530	zapB	Salmonella typhi	90370
Q8Z426	STY3124 t2892	csdA	Salmonella typhi	90370
Q8XGW8	STY1173 t1784	ycdX	Salmonella typhi	90370
Q8Z3L0	STY3415 t3155	allS_2	Salmonella typhi	90370
Q8Z687	STY1931 t1074	dadA	Salmonella typhi	90370
Q8Z7F5	STY1292 t1669	hcpC	Salmonella typhi	90370
P63344	STY3474 t3213	ftsH	Salmonella typhi	90370
Q8XG49	STY0415 t2481	iraP	Salmonella typhi	90370
Q8Z8T7	STY0520 t2384	acrA	Salmonella typhi	90370
Q8XFV9	STY3508 t3246		Salmonella typhi	90370
Q8Z8S0	t2356	ybbN	Salmonella typhi	90370
Q8Z175	t4429	yjfN	Salmonella typhi	90370
Q8XFV0	STY0788 t2134	ybgT	Salmonella typhi	90370
P0A7P9	STY3939.1 t3680	rpmH	Salmonella typhi	90370
P0A2N9	STY3878 t3618	yihI	Salmonella typhi	90370
P63262	STY1148 t1808	cbpA	Salmonella typhi	90370
Q8Z7K4	STY1213 t1746	flgB	Salmonella typhi	90370
Q8Z2L8	STY3970 t3710	ibpB	Salmonella typhi	90370
Q8Z1Q3	STY4481 t4189	nrfG	Salmonella typhi	90370
Q8Z3W8	STY3212 t2974	ubiF_2	Salmonella typhi	90370
Q8XH15	STY3320 t3070	hybA	Salmonella typhi	90370
Q8XH16	STY1318 t1645		Salmonella typhi	90370
Q8Z0Y7	STY4855 t4549	yeeN	Salmonella typhi	90370
Q8XET7	STY3903 t3644	mioC_2	Salmonella typhi	90370
Q8Z0T1		creC	Salmonella typhi	90370
Q8XGD5	t2924	lysR	Salmonella typhi	90370
Q8Z7H6	STY1267 t1693	pepT	Salmonella typhi	90370
O51802	t4252	rci	Salmonella typhi	90370
Q8Z1D2	STY4645 t4338	xerD_2	Salmonella typhi	90370
Q8Z375	STY3658 t3400		Salmonella typhi	90370
Q8Z9H4	STY0140 t0124	rsmH	Salmonella typhi	90370
Q8Z4J9	STY2835 t0268	yfiC	Salmonella typhi	90370
Q8XG74	STY2456 t0635	yejG	Salmonella typhi	90370
Q8Z8I7	t2242	dpiB	Salmonella typhi	90370
Q8Z9M7		citA	Salmonella typhi	90370
P0A2N7	STY2664 t0429	zipA	Salmonella typhi	90370
Q8Z151	t4459	ytfK	Salmonella typhi	90370
P65525	STY1929 t1076	nhaP2	Salmonella typhi	90370
Q8Z1Y2	STY4348 t4055	tusC	Salmonella typhi	90370
Q8XFX4	STY3787 t3535	yiiR	Salmonella typhi	90370
Q8Z7M0	STY1185 t1772	clsC	Salmonella typhi	90370
Q8Z223	STY4285 t3995	nfuA	Salmonella typhi	90370
Q8Z3I9	STY3447 t3184	lpoA	Salmonella typhi	90370
Q8Z4K4	STY2827 t0277	rnc	Salmonella typhi	90370
Q8XFY8	STY2111 t0974	yecE	Salmonella typhi	90370
Q8Z4N4	STY2781 t0321	sseB	Salmonella typhi	90370
Q8Z9J3	STY0112 t0100	polB	Salmonella typhi	90370
Q8XEQ0	STY2737 t0361	hda	Salmonella typhi	90370
Q8Z3I7	STY3449 t3186	diaA	Salmonella typhi	90370
Q8XG30	STY3490 t3228	mlaD	Salmonella typhi	90370
Q8Z2N8	STY3937 t3677	mnmE	Salmonella typhi	90370
Q8Z865	STY0885 t2043	moeA	Salmonella typhi	90370
Q8Z2T9	STY3848 t3591	higA	Salmonella typhi	90370
P0A242	STY1092 t1849	sulA	Salmonella typhi	90370
P0A272	STY3778 t3526	hslV	Salmonella typhi	90370
Q8XGB8	STY2460 t0631	yejH	Salmonella typhi	90370
Q8XEX5	STY3254 t3013		Salmonella typhi	90370
P60828	STY4776 t4471	yjgA	Salmonella typhi	90370
P0A2H4	STY3586 t3324	tatA	Salmonella typhi	90370
Q8XGY6	STY3496 t3234	lptC	Salmonella typhi	90370
Q8Z9J6	STY0108 t0096	lptD	Salmonella typhi	90370
Q8Z4J5	STY2843 t0260		Salmonella typhi	90370
Q8Z3C7	STY3575 t3313	yigZ	Salmonella typhi	90370
Q8Z462	STY3070 t2844	cse1	Salmonella typhi	90370
Q8XG58	STY3476 t3215	yhbY	Salmonella typhi	90370
Q8Z7S3	STY1087 t1854	rmf	Salmonella typhi	90370
Q8XF10	STY2385 t0700	yehR_1	Salmonella typhi	90370
Q8XF36	STY2399 t0686	yohC	Salmonella typhi	90370
Q8Z879	STY0853 t2070	ybhG	Salmonella typhi	90370
P65511	STY4340 t4047	kefG	Salmonella typhi	90370
Q8Z417	t2904	recC	Salmonella typhi	90370
Q8Z1T0	STY4441 t4151	qor	Salmonella typhi	90370
Q8Z468	STY3064 t2838	ygbF	Salmonella typhi	90370
P0A1P7	STY3874 t3614	glnA	Salmonella typhi	90370
Q8Z2T2	STY3860 t3603	yihP_3	Salmonella typhi	90370
Q8Z663	STY1980		Salmonella typhi	90370
Q8Z7Q8		copS	Salmonella typhi	90370
Q8Z181	t4421	yjfI	Salmonella typhi	90370
Q8Z4E6	STY2931 t2703	nrdI	Salmonella typhi	90370
P0A266	STY3647 t3388	ppiC	Salmonella typhi	90370
Q8XFL3	STY0750 t2166	ybgH	Salmonella typhi	90370
Q8Z3I1	STY3461 t3198	deaD	Salmonella typhi	90370
Q8XEX3	t3265	degS	Salmonella typhi	90370
Q8XGT9	STY3522 t3258	sspB	Salmonella typhi	90370
Q8Z5G9	t0761	wcaE	Salmonella typhi	90370
Q8Z5Q4	STY2202 t0884	yedR	Salmonella typhi	90370
Q8Z660	STY1983 t1026		Salmonella typhi	90370
Q8Z8E0	STY0753 t2163		Salmonella typhi	90370
P0A1C6	STY3349 t3093	ftsP	Salmonella typhi	90370
Q8Z522	STY2564 t0530		Salmonella typhi	90370
P0A2T5	STY1540 t1441	marR	Salmonella typhi	90370
Q8Z3P4	STY3351 t3095	parC	Salmonella typhi	90370
Q8Z4S5	STY2718 t0379	narQ	Salmonella typhi	90370
Q8Z4M2	STY2804 t0299	cadC	Salmonella typhi	90370
Q8Z5F6	STY2341 t0744	mdtC	Salmonella typhi	90370
Q8Z5G6	STY2329 t0756	wzc	Salmonella typhi	90370
